"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"1";"CV";"2011-01-01";;
"2";"Maatschap";"2011-01-01";;
"3";"Rederij";"2011-01-01";;
"4";"Vereniging van Eigenaren";"2011-01-01";;
"5";"VOF";"2011-01-01";;
