"Code";"Waarde";"DatumVanaf";"DatumTot"
"1";"Gehuwd";"2011-01-01";
"2";"Ongehuwd en geen geregistreerd partnerschap";"2011-01-01";
"3";"Geregistreerd partnerschap";"2011-01-01";
"4";"Onbekend";"2011-01-01";
