"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"404","Wet bodembescherming: Maatregel bevel (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"405","Wet bodembescherming: Vordering eigendom, gebruik of rechten","2020-01-01","2023-07-01","Aantekening PB"
"406","Wet bodembescherming: Vordering eigendom, gebruik of rechten (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"407","Wet bodembescherming: Uitoefening bevoegdheden vier grote steden of andere aan te wijzen gemeenten of plusregio","2020-01-01","2023-07-01","Aantekening PB"
"408","Wet bodembescherming: Uitoefening bevoegdheden vier grote steden of andere aan te wijzen gemeenten of plusregio (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"409","Plicht tot het treffen van voorzieningen ten behoeve van eisen van welstand, Woningwet","2020-01-01",,"Aantekening PB"
"410","Plicht tot het treffen van voorzieningen ten behoeve van eisen van welstand, Woningwet (in onderzoek)","2020-01-01",,"Aantekening PB"
"411","Plicht tot gebruik of beheer door derden, Woningwet","2020-01-01",,"Aantekening PB"
"412","Plicht tot gebruik of beheer door derden, Woningwet (in onderzoek)","2020-01-01",,"Aantekening PB"
"413","Wet agrarisch grondverkeer: Aanwijzing landgoed","2020-01-01",,"Aantekening PB"
"414","Wet agrarisch grondverkeer: Aanwijzing landgoed (in onderzoek)","2020-01-01",,"Aantekening PB"
"415","Wet agrarisch grondverkeer: Vestiging voorkeursrecht bij KB","2020-01-01",,"Aantekening PB"
"416","Wet agrarisch grondverkeer: Vestiging voorkeursrecht bij KB (in onderzoek)","2020-01-01",,"Aantekening PB"
"417","Sluiting gebouw, open erf of terrein, Woningwet","2020-01-01",,"Aantekening PB"
"418","Sluiting gebouw, open erf of terrein, Woningwet (in onderzoek)","2020-01-01",,"Aantekening PB"
"419","Wet inzake de luchtverontreiniging: Gedoogplicht meting luchtverontreiniging","2020-01-01","2023-07-01","Aantekening PB"
"420","Wet inzake de luchtverontreiniging: Gedoogplicht meting luchtverontreiniging (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"421","Wet natuurbescherming: Aanwijzing Natura2000-gebied","2020-01-01","2023-07-01","Aantekening PB"
"422","Wet natuurbescherming: Aanwijzing Natura2000-gebied (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"423","Wet natuurbescherming: Aanwijzing bijzonder nationaal natuurgebied","2020-01-01","2023-07-01","Aantekening PB"
"424","Wet natuurbescherming: Aanwijzing bijzonder nationaal natuurgebied (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"425","Wet natuurbescherming: Verbod vellen houtopstanden","2020-01-01","2023-07-01","Aantekening PB"
"426","Wet natuurbescherming: Verbod vellen houtopstanden (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"427","Wet algemene bepalingen omgevingsrecht: Oplegging last onder bestuursdwang en/of dwangsom dat ook geldt voor rechtsopvolgers","2020-01-01","2023-07-01","Aantekening PB"
"428","Wet algemene bepalingen omgevingsrecht: Oplegging last onder bestuursdwang en/of dwangsom dat ook geldt voor rechtsopvolgers (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"429","Wet algemene bepalingen omgevingsrecht: Oplegging last onder bestuursdwang en/of dwangsom, niet geldend voor rechtsopvolgers","2020-01-01","2023-07-01","Aantekening PB"
"430","Wet algemene bepalingen omgevingsrecht: Oplegging last onder bestuursdwang en/of dwangsom, niet geldend voor rechtsopvolgers (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"431","Wet ruimtelijke ordening: Exploitatieplan","2020-01-01","2023-07-01","Aantekening PB"
"432","Wet ruimtelijke ordening: Exploitatieplan (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"433","Waterwet: Bevel bij ongewoon voorval","2020-01-01","2023-07-01","Aantekening PB"
"434","Waterwet: Bevel bij ongewoon voorval (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"435","Waterwet: Bevel verrichten onderzoek en tijdelijke beveiligingsmaatregelen","2020-01-01","2023-07-01","Aantekening PB"
"436","Waterwet: Bevel verrichten onderzoek en tijdelijke beveiligingsmaatregelen (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"437","Waterwet: Gedoogplicht onderzoek of waterstaatswerk","2020-01-01",,"Aantekening PB"
"438","Waterwet: Gedoogplicht onderzoek of waterstaatswerk (in onderzoek)","2020-01-01",,"Aantekening PB"
"439","Bestuursdwangbesluit of dwangsombesluit, Woningwet","2020-01-01",,"Aantekening PB"
"440","Bestuursdwangbesluit of dwangsombesluit, Woningwet (in onderzoek)","2020-01-01",,"Aantekening PB"
"441","Plicht tot het treffen van voorzieningen, Woningwet","2020-01-01",,"Aantekening PB"
"442","Plicht tot het treffen van voorzieningen, Woningwet (in onderzoek)","2020-01-01",,"Aantekening PB"
"443","Wet voorkeursrecht gemeenten: Besluit aanwijzing gronden","2020-01-01","2023-07-01","Aantekening PB"
"444","Wet voorkeursrecht gemeenten: Besluit aanwijzing gronden (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"445","Wet voorkeursrecht gemeenten: Voorstel aanwijzing gronden","2020-01-01","2023-07-01","Aantekening PB"
"446","Wet voorkeursrecht gemeenten: Voorstel aanwijzing gronden (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"447","Woningwet: Plicht treffen voorzieningen tot niveau nieuwbouw","2020-01-01","2023-07-01","Aantekening PB"
"448","Woningwet: Plicht treffen voorzieningen tot niveau nieuwbouw (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"449","Woningwet: Plicht treffen voorzieningen welstand","2020-01-01","2023-07-01","Aantekening PB"
"450","Woningwet: Plicht treffen voorzieningen welstand (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"451","Woningwet: Plicht ingebruikgeving object aan een ander","2020-01-01",,"Aantekening PB"
"452","Woningwet: Plicht ingebruikgeving object aan een ander (in onderzoek)","2020-01-01",,"Aantekening PB"
"453","Woningwet: Sluiting object","2020-01-01",,"Aantekening PB"
"454","Woningwet: Sluiting object (in onderzoek)","2020-01-01",,"Aantekening PB"
"455","Woningwet: Oplegging last onder bestuursdwang en/of dwangsom dat ook geldt voor rechtsopvolgers","2020-01-01","2023-07-01","Aantekening PB"
"456","Woningwet: Oplegging last onder bestuursdwang en/of dwangsom dat ook geldt voor rechtsopvolgers (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"457","Woningwet: Oplegging last onder bestuursdwang en/of dwangsom niet geldend voor rechtsopvolgers","2020-01-01","2023-07-01","Aantekening PB"
"458","Woningwet: Oplegging last onder bestuursdwang en/of dwangsom niet geldend voor rechtsopvolgers (in onderzoek)","2020-01-01","2023-07-01","Aantekening PB"
"459","Ruilakte is gepasseerd","2021-07-05","2021-07-06","Aantekening Object"
"460","Omgevingswet voorkeursrecht","2023-07-01",,"Aantekening Object"
"461","Gemeentewet: Verordening bouwgrondbelasting","2020-01-01",,"Aantekening PB"
"462","Gemeentewet: Verordening bouwgrondbelasting (in onderzoek)","2020-01-01",,"Aantekening PB"
"463","Awbow Bodembescherming - Beschikking ernst en spoed","2023-07-01",,"Aantekening PB"
"464","Awbow Bodembescherming - Beschikking ernst en spoed (in onderzoek)","2023-07-01",,"Aantekening PB"
"465","Awbow Bodembescherming - Beschikking ernst en geen spoed genomen na i.w.t. Ow, met (deel)sp ingediend voor i.w.t. Ow","2023-07-01",,"Aantekening PB"
"466","Awbow Bodembescherming - Beschikking ernst en geen spoed genomen na i.w.t. Ow, met (deel)sp ingediend voor i.w.t. Ow (in onderzoek)","2023-07-01",,"Aantekening PB"
"467","Awbow Bodembescherming - Beschikking ernst en geen spoed genomen na i.w.t. Ow, met een maatregel/beperking 37 lid 4 Wbb oud","2023-07-01",,"Aantekening PB"
"468","Awbow Bodembescherming - Beschikking ernst en geen spoed genomen na i.w.t. Ow, met een maatregel/beperking 37 lid 4 Wbb oud (in onderzoek)","2023-07-01",,"Aantekening PB"
"469","Awbow Bodembescherming - Beschikking ernst en geen spoed genomen na i.w.t. Ow, met voor i.w.t. Ow ingediend (deel)sp en maatregel/beperking 37 lid 4 Wbb oud","2023-07-01",,"Aantekening PB"
"470","Awbow Bodembescherming - Beschikking ernst en geen spoed genomen na i.w.t. Ow, met voor i.w.t. Ow ingediend (deel)sp en maatregel/beperking 37 lid 4 Wbb oud (in onderzoek)","2023-07-01",,"Aantekening PB"
"471","Awbow Bodembescherming - Beschikking ernst en geen spoed, d.w.z. voor i.w.t. Ow is een (deel)sp ingediend en van belang in verband met bruidsschatregel","2023-07-01",,"Aantekening PB"
"472","Awbow Bodembescherming - Beschikking ernst en geen spoed, d.w.z. voor i.w.t. Ow is een (deel)sp ingediend en van belang in verband met bruidsschatregel (in onderzoek)","2023-07-01",,"Aantekening PB"
"473","Awbow Bodembescherming - Beschikking ernst en geen spoed, d.w.z. voor i.w.t. Ow is een (deel)sp ingediend en maatregel/beperking 37 lid 4 Wbb oud en van belang in verband met bruidsschatregel","2023-07-01",,"Aantekening PB"
"474","Awbow Bodembescherming - Beschikking ernst en geen spoed, d.w.z. voor i.w.t. Ow is een (deel)sp ingediend en maatregel/beperking 37 lid 4 Wbb oud en van belang in verband met bruidsschatregel (in onderzoek)","2023-07-01",,"Aantekening PB"
"475","Awbow Bodembescherming - Instemming verslag uniforme saneringsplan","2023-07-01",,"Aantekening PB"
"476","Awbow Bodembescherming - Instemming verslag uniforme saneringsplan (in onderzoek)","2023-07-01",,"Aantekening PB"
"477","Awbow Bodembescherming - Vervolgbeschikking (deel)saneringsplan instemming nazorgplan","2023-07-01",,"Aantekening PB"
"478","Awbow Bodembescherming - Vervolgbeschikking (deel)saneringsplan instemming nazorgplan (in onderzoek)","2023-07-01",,"Aantekening PB"
"479","Awbow Bodembescherming - Vervolgbeschikking (deel)saneringsplan instemming verslag","2023-07-01",,"Aantekening PB"
"480","Awbow Bodembescherming - Vervolgbeschikking (deel)saneringsplan instemming verslag (in onderzoek)","2023-07-01",,"Aantekening PB"
"481","Awbow Bodembescherming - Maatregel bevel (Gedeputeerde Staten)","2023-07-01",,"Aantekening PB"
"482","Awbow Bodembescherming - Maatregel bevel (Gedeputeerde Staten) (in onderzoek)","2023-07-01",,"Aantekening PB"
"483","Awbow Bodembescherming - Vordering (minister I&W)","2023-07-01",,"Aantekening PB"
"484","Awbow Bodembescherming - Vordering (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"485","Awbow Bodembescherming - Uitoefening bevoegdheden grote gemeenten","2023-07-01",,"Aantekening PB"
"486","Awbow Bodembescherming - Uitoefening bevoegdheden grote gemeenten (in onderzoek)","2023-07-01",,"Aantekening PB"
"487","Awbow Bodembescherming - Bevel ongewoon voorval","2023-07-01",,"Aantekening PB"
"488","Awbow Bodembescherming - Bevel ongewoon voorval (in onderzoek)","2023-07-01",,"Aantekening PB"
"489","Awbow Bodembescherming - Bevel tijdelijke beveiligingsmaatregelen","2023-07-01",,"Aantekening PB"
"490","Awbow Bodembescherming - Bevel tijdelijke beveiligingsmaatregelen (in onderzoek)","2023-07-01",,"Aantekening PB"
"491","Awbow Overgangsrecht - Beschikking ernst niet spoed genomen voor i.w.t. Ow, voor zover deze beschikking van belang is voor de toepassing van een bruidsschatregel","2023-07-01",,"Aantekening PB"
"492","Awbow Overgangsrecht - Beschikking ernst niet spoed genomen voor i.w.t. Ow, voor zover deze beschikking van belang is voor de toepassing van een bruidsschatregel (in onderzoek)","2023-07-01",,"Aantekening PB"
"493","Ow Bevoegdheid bijzondere omstandigheden - Veroorzaker verplicht tot treffen van maatregelen","2023-07-01",,"Aantekening PB"
"494","Ow Bevoegdheid bijzondere omstandigheden - Veroorzaker verplicht tot treffen van maatregelen (in onderzoek)","2023-07-01",,"Aantekening PB"
"495","Ow Bevoegdheid bijzondere omstandigheden - Verrichten onderzoek en tijdelijke beveiligingsmaatregelen en veroorzaker verplichten tot treffen van maatregelen","2023-07-01",,"Aantekening PB"
"496","Ow Bevoegdheid bijzondere omstandigheden - Verrichten onderzoek en tijdelijke beveiligingsmaatregelen en veroorzaker verplichten tot treffen van maatregelen (in onderzoek)","2023-07-01",,"Aantekening PB"
"497","Ow Bevoegdheid bijzondere omstandigheden - Plicht tot het treffen van maatregelen bij archeologische toevalsvondst van algemeen belang","2023-07-01",,"Aantekening PB"
"498","Ow Bevoegdheid bijzondere omstandigheden - Plicht tot het treffen van maatregelen bij archeologische toevalsvondst van algemeen belang (in onderzoek)","2023-07-01",,"Aantekening PB"
"499","Ow Bevoegdheid bijzondere omstandigheden - Plicht treffen tijdelijke beschermingsmaatregelen bij toevalsvondst verontreiniging","2023-07-01",,"Aantekening PB"
"500","Ow Bevoegdheid bijzondere omstandigheden - Plicht treffen tijdelijke beschermingsmaatregelen bij toevalsvondst verontreiniging (in onderzoek)","2023-07-01",,"Aantekening PB"
"501","Ow Financiële bepaling - Voorschrift over kostenverhaal omgevingsvergunning","2023-07-01",,"Aantekening PB"
"502","Ow Financiële bepaling - Voorschrift over kostenverhaal omgevingsvergunning (in onderzoek)","2023-07-01",,"Aantekening PB"
"503","Ow Financiële bepaling - Voorschrift over kostenverhaal projectbesluit","2023-07-01",,"Aantekening PB"
"504","Ow Financiële bepaling - Voorschrift over kostenverhaal projectbesluit (in onderzoek)","2023-07-01",,"Aantekening PB"
"505","Ow Gedoogplicht - Infrastructuur- en waterwerken (minister I&W)","2023-07-01",,"Aantekening PB"
"506","Ow Gedoogplicht - Infrastructuur- en waterwerken (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"507","Ow Gedoogplicht - Infrastructuur- en waterwerken (waterschap)","2023-07-01",,"Aantekening PB"
"508","Ow Gedoogplicht - Infrastructuur- en waterwerken (waterschap) (in onderzoek)","2023-07-01",,"Aantekening PB"
"509","Ow Gedoogplicht - Nazorg bodem onderzoek of uitvoering maatregelen (B&W)","2023-07-01",,"Aantekening PB"
"510","Ow Gedoogplicht - Nazorg bodem onderzoek of uitvoering maatregelen (B&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"511","Ow Gedoogplicht - Energie of mijnbouw (minister I&W)","2023-07-01",,"Aantekening PB"
"512","Ow Gedoogplicht - Energie of mijnbouw (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"513","Ow Gedoogplicht - Werken grenswateren Uitvoeringswet Nederlands-Duits Grensverdrag (minister I&W)","2023-07-01",,"Aantekening PB"
"514","Ow Gedoogplicht - Werken grenswateren Uitvoeringswet Nederlands-Duits Grensverdrag (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"515","Ow Gedoogplicht - Ontgrondingen (minister I&W)","2023-07-01",,"Aantekening PB"
"516","Ow Gedoogplicht - Ontgrondingen (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"517","Ow Gedoogplicht - Ontgrondingen op verzoek (minister I&W)","2023-07-01",,"Aantekening PB"
"518","Ow Gedoogplicht - Ontgrondingen op verzoek (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"519","Ow Gedoogplicht - Onderzoek in verband met omgevingsvergunning wateractiviteit of andere plicht (waterbeheerder)","2023-07-01",,"Aantekening PB"
"520","Ow Gedoogplicht - Onderzoek in verband met omgevingsvergunning wateractiviteit of andere plicht (waterbeheerder) (in onderzoek)","2023-07-01",,"Aantekening PB"
"521","Ow Gedoogplicht - Onderzoek in verband met waterstaatswerk (waterbeheerder)","2023-07-01",,"Aantekening PB"
"522","Ow Gedoogplicht - Onderzoek in verband met waterstaatswerk (waterbeheerder) (in onderzoek)","2023-07-01",,"Aantekening PB"
"523","Ow Gedoogplicht - Meting luchtverontreiniging (minister I&W)","2023-07-01",,"Aantekening PB"
"524","Ow Gedoogplicht - Meting luchtverontreiniging (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"525","Ow Gedoogplicht - Archeologisch onderzoek (minister OCW)","2023-07-01",,"Aantekening PB"
"526","Ow Gedoogplicht - Archeologisch onderzoek (minister OCW) (in onderzoek)","2023-07-01",,"Aantekening PB"
"527","Ow Gedoogplicht - Archeologisch onderzoek (bestuursorgaan)","2023-07-01",,"Aantekening PB"
"528","Ow Gedoogplicht - Archeologisch onderzoek (bestuursorgaan) (in onderzoek)","2023-07-01",,"Aantekening PB"
"529","Ow Gedoogplicht - Uitoefening defensietaken (minister Defensie)","2023-07-01",,"Aantekening PB"
"530","Ow Gedoogplicht - Uitoefening defensietaken (minister Defensie) (in onderzoek)","2023-07-01",,"Aantekening PB"
"531","Ow Gedoogplicht - Andere werken van algemeen belang (minister I&W)","2023-07-01",,"Aantekening PB"
"532","Ow Gedoogplicht - Andere werken van algemeen belang (minister I&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"533","Ow Gedoogplicht - Verrichten onderzoek of treffen maatregelen (B&W)","2023-07-01",,"Aantekening PB"
"534","Ow Gedoogplicht - Verrichten onderzoek of treffen maatregelen (B&W) (in onderzoek)","2023-07-01",,"Aantekening PB"
"535","Ow Handhaving en uitvoering - Bestuurlijke herstelsanctie ook geldend voor rechtsopvolgers","2023-07-01",,"Aantekening PB"
"536","Ow Handhaving en uitvoering - Bestuurlijke herstelsanctie ook geldend voor rechtsopvolgers (in onderzoek)","2023-07-01",,"Aantekening PB"
"537","Ow Handhaving en uitvoering - Handhavingsbesluit ook geldend voor rechtsopvolgers","2023-07-01",,"Aantekening PB"
"538","Ow Handhaving en uitvoering - Handhavingsbesluit ook geldend voor rechtsopvolgers (in onderzoek)","2023-07-01",,"Aantekening PB"
"539","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift verbod vellen houtopstand","2023-07-01",,"Aantekening PB"
"540","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift verbod vellen houtopstand (in onderzoek)","2023-07-01",,"Aantekening PB"
"541","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift plicht treffen voorzieningen bouwwerk","2023-07-01",,"Aantekening PB"
"542","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift plicht treffen voorzieningen bouwwerk (in onderzoek)","2023-07-01",,"Aantekening PB"
"543","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift plicht tot het treffen van maatregelen bij archeologische toevalsvondst van algemeen belang","2023-07-01",,"Aantekening PB"
"544","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift plicht tot het treffen van maatregelen bij archeologische toevalsvondst van algemeen belang (in onderzoek)","2023-07-01",,"Aantekening PB"
"545","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift gebruiksbeperkingen of nazorgmaatregelen na sanering","2023-07-01",,"Aantekening PB"
"546","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift gebruiksbeperkingen of nazorgmaatregelen na sanering (in onderzoek)","2023-07-01",,"Aantekening PB"
"547","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift plicht voorzieningen uiterlijk bouwwerk","2023-07-01",,"Aantekening PB"
"548","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift plicht voorzieningen uiterlijk bouwwerk (in onderzoek)","2023-07-01",,"Aantekening PB"
"549","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift bij wijziging van een gebruiksfunctie van een (gedeelte van een) bouwwerk (waarde max. 38 dB)","2023-07-01",,"Aantekening PB"
"550","Ow Algemene regels fysieke leefomgeving - Maatwerkvoorschrift bij wijziging van een gebruiksfunctie van een (gedeelte van een) bouwwerk (waarde max. 38 dB) (in onderzoek)","2023-07-01",,"Aantekening PB"
"551","Ow Taken bevoegdheden bestuursorganen - Aanwijzing Natura 2000 gebied (minister LNV)","2023-07-01",,"Aantekening PB"
"552","Ow Taken bevoegdheden bestuursorganen - Aanwijzing Natura 2000 gebied (minister LNV) (in onderzoek)","2023-07-01",,"Aantekening PB"
"553","Ow Taken bevoegdheden bestuursorganen - Aanwijzing Bijzonder natuurgebied (minister LNV)","2023-07-01",,"Aantekening PB"
"554","Ow Taken bevoegdheden bestuursorganen - Aanwijzing Bijzonder natuurgebied (minister LNV) (in onderzoek)","2023-07-01",,"Aantekening PB"
"555","Ow Taken bevoegdheden bestuursorganen - Besluit geen of minder geluidwerende maatregelen","2023-07-01",,"Aantekening PB"
"556","Ow Taken bevoegdheden bestuursorganen - Besluit geen of minder geluidwerende maatregelen (in onderzoek)","2023-07-01",,"Aantekening PB"
"557","Ow Taken bevoegdheden bestuursorganen - Besluit wijzigen naar geen geluidwerende maatregelen","2023-07-01",,"Aantekening PB"
"558","Ow Taken bevoegdheden bestuursorganen - Besluit wijzigen naar geen geluidwerende maatregelen (in onderzoek)","2023-07-01",,"Aantekening PB"
"559","Ow Omgevingsvergunning en projectbesluit - Opleggen plicht gebruiksbeperkingen of nazorgmaatregelen","2023-07-01",,"Aantekening PB"
"560","Ow Omgevingsvergunning en projectbesluit - Opleggen plicht gebruiksbeperkingen of nazorgmaatregelen (in onderzoek)","2023-07-01",,"Aantekening PB"
"561","Ow Omgevingsvergunning en projectbesluit - Gewijzigde voorschriften omgevingsvergunning in verband met een archeologische toevalsvondst van algemeen belang","2023-07-01",,"Aantekening PB"
"562","Ow Omgevingsvergunning en projectbesluit - Gewijzigde voorschriften omgevingsvergunning in verband met een archeologische toevalsvondst van algemeen belang (in onderzoek)","2023-07-01",,"Aantekening PB"
