"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"1","Weg","2009-07-01",,
"2","Water","2009-07-01",,
"3","Spoorbaan","2009-07-01",,
"4","Terrein","2009-07-01",,
"5","Kunstwerk","2009-07-01",,
"6","Landschappelijk gebied","2009-07-01",,
"7","Administratief gebied","2009-07-01",,
