"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"1";"Conservatoir beslag";"2011-01-01";;
"2";"Executoriaal beslag";"2011-01-01";;
"3";"Strafvorderlijk beslag";"2011-01-01";;
