"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"1";"Faillietverklaring";"2011-01-01";;
"2";"Ondercuratelestelling";"2011-01-01";;
"3";"Surseance";"2011-01-01";;
"4";"Provisioneel bewind";"2011-01-01";;
"5";"Vicair beheer";"2011-01-01";;
"6";"Voogdij";"2011-01-01";;
"7";"Verklaring executele";"2013-02-01";;
