"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"1","Gehuwd","2011-01-01",,
"2","Ongehuwd en geen geregistreerd partnerschap","2011-01-01",,
"3","Geregistreerd partnerschap","2011-01-01",,
"4","Onbekend","2011-01-01","2018-09-01",
"5","Zie akte(n)","2016-07-01",,
