"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"1";"Definitief";"2011-01-01";;"Definitieve kadastrale grenzen"
"2";"Voorlopig";"2011-01-01";;"Voorlopige kadastrale grenzen ingebracht door een externe"
"3";"Administratief";"2011-01-01";;"Voorlopige kadastrale grenzen ingebracht door een Kadaster medewerker"
