"CBSCode","BGMNaam","KadGemNaam","Sectie","DatumVanaf","DatumTot","Toelichting"
"420","Medemblik","Wervershoof","R",,,
"420","Medemblik","Wervershoof","S",,,
"431","Oostzaan","Oostzaan","A",,,
"431","Oostzaan","Oostzaan","B",,,
"431","Oostzaan","Oostzaan","C",,,
"431","Oostzaan","Oostzaan","D",,,
"431","Oostzaan","Oostzaan","E",,,
"431","Oostzaan","Oostzaan","F",,,
"431","Oostzaan","Oostzaan","G",,,
"431","Oostzaan","Oostzaan","H",,,
"431","Oostzaan","Oostzaan","K",,,
"431","Oostzaan","Oostzaan","L",,,
"431","Oostzaan","Oostzaan","M",,,
"432","Opmeer","Opmeer","A",,,
"432","Opmeer","Opmeer","B",,,
"432","Opmeer","Opmeer","C",,,
"432","Opmeer","Opmeer","D",,,
"432","Opmeer","Opmeer","E",,,
"432","Opmeer","Opmeer","F",,,
"432","Opmeer","Opmeer","G",,,
"432","Opmeer","Opmeer","H",,,
"432","Opmeer","Opmeer","I",,,
"432","Opmeer","Opmeer","K",,,
"432","Opmeer","Opmeer","L",,,
"432","Opmeer","Opmeer","M",,,
"432","Opmeer","Opmeer","N",,,
"432","Opmeer","Opmeer","O",,,
"432","Opmeer","Opmeer","P",,,
"432","Opmeer","Opmeer","Q",,,
"432","Opmeer","Opmeer","R",,,
"432","Opmeer","Opmeer","S",,,
"432","Opmeer","Opmeer","T",,,
"432","Opmeer","Opmeer","U",,,
"432","Opmeer","Opmeer","V",,,
"432","Opmeer","Opmeer","W",,,
"432","Opmeer","Opmeer","X",,,
"437","Ouder-Amstel","Ouder-Amstel","A",,,
"437","Ouder-Amstel","Ouder-Amstel","B",,,
"437","Ouder-Amstel","Ouder-Amstel","C",,,
"437","Ouder-Amstel","Ouder-Amstel","D",,,
"437","Ouder-Amstel","Ouder-Amstel","E",,,
"437","Ouder-Amstel","Ouder-Amstel","F",,,
"437","Ouder-Amstel","Ouder-Amstel","G",,,
"437","Ouder-Amstel","Ouder-Amstel","H",,,
"437","Ouder-Amstel","Ouder-Amstel","I",,,
"437","Ouder-Amstel","Ouder-Amstel","K",,,
"439","Purmerend","Purmerend","A",,,
"439","Purmerend","Purmerend","C",,,
"439","Purmerend","Purmerend","D",,,
"439","Purmerend","Purmerend","E",,,
"439","Purmerend","Purmerend","F",,,
"439","Purmerend","Purmerend","G",,,
"439","Purmerend","Purmerend","H",,,
"439","Purmerend","Purmerend","I",,,
"439","Purmerend","Purmerend","K",,,
"439","Purmerend","Purmerend","M",,,
"439","Purmerend","Purmerend","N",,,
"439","Purmerend","Purmerend","O",,,
"441","Schagen","Callantsoog","A",,,
"441","Schagen","Callantsoog","B",,,
"441","Schagen","Callantsoog","C",,,
"441","Schagen","Callantsoog","D",,,
"441","Schagen","Callantsoog","E",,,
"441","Schagen","Callantsoog","F",,,
"441","Schagen","Harenkarspel","C",,,
"441","Schagen","Harenkarspel","H",,,
"441","Schagen","Harenkarspel","I",,,
"441","Schagen","Harenkarspel","K",,,
"441","Schagen","Harenkarspel","M",,,
"441","Schagen","Harenkarspel","N",,,
"441","Schagen","Harenkarspel","O",,,
"441","Schagen","Sint Maarten","D",,,
"441","Schagen","Sint Maarten","E",,,
"441","Schagen","Sint Maarten","Z",,,
"441","Schagen","Petten","A",,,
"441","Schagen","Petten","B",,,
"441","Schagen","Schagen","A",,,
"441","Schagen","Schagen","B",,,
"441","Schagen","Schagen","C",,,
"441","Schagen","Schagen","E",,,
"441","Schagen","Schagen","F",,,
"441","Schagen","Schagen","G",,,
"441","Schagen","Schagen","H",,,
"441","Schagen","Schagen","I",,,
"441","Schagen","Schagen","K",,,
"441","Schagen","Warmenhuizen","F",,,
"441","Schagen","Warmenhuizen","G",,,
"441","Schagen","Warmenhuizen","H",,,
"441","Schagen","Warmenhuizen","I",,,
"441","Schagen","Zijpe","A",,,
"441","Schagen","Zijpe","B",,,
"441","Schagen","Zijpe","C",,,
"441","Schagen","Zijpe","D",,,
"441","Schagen","Zijpe","E",,,
"441","Schagen","Zijpe","F",,,
"441","Schagen","Zijpe","G",,,
"441","Schagen","Zijpe","H",,,
"441","Schagen","Zijpe","K",,,
"448","Texel","Texel","A",,,
"448","Texel","Texel","D",,,
"448","Texel","Texel","G",,,
"448","Texel","Texel","H",,,
"448","Texel","Texel","K",,,
"448","Texel","Texel","L",,,
"448","Texel","Texel","M",,,
"448","Texel","Texel","N",,,
"448","Texel","Texel","O",,,
"448","Texel","Texel","P",,,
"448","Texel","Texel","R",,,
"448","Texel","Texel","S",,,
"448","Texel","Texel","T",,,
"448","Texel","Texel","U",,,
"450","Uitgeest","Uitgeest","A",,,
"450","Uitgeest","Uitgeest","B",,,
"450","Uitgeest","Uitgeest","BA",,,
"450","Uitgeest","Uitgeest","C",,,
"450","Uitgeest","Uitgeest","D",,,
"450","Uitgeest","Uitgeest","GA",,,
"450","Uitgeest","Uitgeest","H",,,
"450","Uitgeest","Uitgeest","HA",,,
"450","Uitgeest","Uitgeest","I",,,
"450","Uitgeest","Uitgeest","K",,,
"450","Uitgeest","Uitgeest","KA",,,
"451","Uithoorn","Uithoorn","A",,,
"451","Uithoorn","Uithoorn","B",,,
"451","Uithoorn","Uithoorn","C",,,
"451","Uithoorn","Uithoorn","D",,,
"453","Velsen","IJmuiden","I",,,
"453","Velsen","IJmuiden","K",,,
"453","Velsen","IJmuiden","L",,,
"453","Velsen","IJmuiden","M",,,
"453","Velsen","IJmuiden","Q",,,
"453","Velsen","Velsen","A",,,
"453","Velsen","Velsen","B",,,
"453","Velsen","Velsen","C",,,
"453","Velsen","Velsen","D",,,
"453","Velsen","Velsen","E",,,
"453","Velsen","Velsen","F",,,
"453","Velsen","Velsen","G",,,
"453","Velsen","Velsen","H",,,
"453","Velsen","Velsen","N",,,
"453","Velsen","Velsen","O",,,
"453","Velsen","Velsen","P",,,
"457","Weesp","Weesp","A",,,
"457","Weesp","Weesp","B",,,
"457","Weesp","Weesp","C",,,
"457","Weesp","Weesp","D",,,
"457","Weesp","Weesp","E",,,
"457","Weesp","Weesp","F",,,
"457","Weesp","Weesp","G",,,
"457","Weesp","Weesp","H",,,
"473","Zandvoort","Zandvoort","A",,,
"473","Zandvoort","Zandvoort","B",,,
"473","Zandvoort","Zandvoort","C",,,
"479","Zaanstad","Assendelft","A",,,
"479","Zaanstad","Assendelft","C",,,
"479","Zaanstad","Assendelft","F",,,
"479","Zaanstad","Assendelft","G",,,
"479","Zaanstad","Assendelft","N",,,
"479","Zaanstad","Assendelft","O",,,
"479","Zaanstad","Assendelft","P",,,
"479","Zaanstad","Assendelft","R",,,
"479","Zaanstad","Krommenie","A",,,
"479","Zaanstad","Krommenie","B",,,
"479","Zaanstad","Krommenie","C",,,
"479","Zaanstad","Koog aan de Zaan","A",,,
"479","Zaanstad","Koog aan de Zaan","B",,,
"479","Zaanstad","Koog aan de Zaan","C",,,
"479","Zaanstad","Wormerveer","A",,,
"479","Zaanstad","Wormerveer","B",,,
"479","Zaanstad","Westzaan","A",,,
"479","Zaanstad","Westzaan","B",,,
"479","Zaanstad","Westzaan","C",,,
"479","Zaanstad","Westzaan","D",,,
"479","Zaanstad","Zaandijk","A",,,
"479","Zaanstad","Zaandam","A",,,
"479","Zaanstad","Zaandam","B",,,
"479","Zaanstad","Zaandam","D",,,
"479","Zaanstad","Zaandam","E",,,
"479","Zaanstad","Zaandam","H",,,
"479","Zaanstad","Zaandam","I",,,
"479","Zaanstad","Zaandam","K",,,
"479","Zaanstad","Zaandam","L",,,
"479","Zaanstad","Zaandam","M",,,
"479","Zaanstad","Zaandam","N",,,
"479","Zaanstad","Zaandam","P",,,
"482","Alblasserdam","Alblasserdam","A",,,
"482","Alblasserdam","Alblasserdam","B",,,
"482","Alblasserdam","Alblasserdam","C",,,
"482","Alblasserdam","Alblasserdam","D",,,
"484","Alphen aan den Rijn","Aarlanderveen","A",,,
"484","Alphen aan den Rijn","Aarlanderveen","B",,,
"484","Alphen aan den Rijn","Aarlanderveen","C",,,
"484","Alphen aan den Rijn","Alphen aan den Rijn","A",,,
"484","Alphen aan den Rijn","Alphen aan den Rijn","B",,,
"484","Alphen aan den Rijn","Alphen aan den Rijn","E",,,
"484","Alphen aan den Rijn","Alphen aan den Rijn","F",,,
"484","Alphen aan den Rijn","Alphen aan den Rijn","G",,,
"484","Alphen aan den Rijn","Benthuizen","A",,,
"484","Alphen aan den Rijn","Benthuizen","B",,,
"484","Alphen aan den Rijn","Benthuizen","C",,,
"484","Alphen aan den Rijn","Benthuizen","D",,,
"484","Alphen aan den Rijn","Benthuizen","E",,,
"484","Alphen aan den Rijn","Boskoop","A",,,
"484","Alphen aan den Rijn","Boskoop","B",,,
"484","Alphen aan den Rijn","Boskoop","C",,,
"484","Alphen aan den Rijn","Boskoop","D",,,
"484","Alphen aan den Rijn","Boskoop","G",,,
"484","Alphen aan den Rijn","Boskoop","K",,,
"484","Alphen aan den Rijn","Boskoop","L",,,
"484","Alphen aan den Rijn","Hazerswoude","A",,,
"484","Alphen aan den Rijn","Hazerswoude","B",,,
"484","Alphen aan den Rijn","Hazerswoude","C",,,
"484","Alphen aan den Rijn","Hazerswoude","D",,,
"484","Alphen aan den Rijn","Hazerswoude","E",,,
"484","Alphen aan den Rijn","Hazerswoude","F",,,
"484","Alphen aan den Rijn","Hazerswoude","G",,,
"484","Alphen aan den Rijn","Hazerswoude","H",,,
"484","Alphen aan den Rijn","Hazerswoude","I",,,
"484","Alphen aan den Rijn","Hazerswoude","K",,,
"484","Alphen aan den Rijn","Koudekerk aan den Rijn","A",,,
"484","Alphen aan den Rijn","Koudekerk aan den Rijn","B",,,
"484","Alphen aan den Rijn","Oudshoorn","A",,,
"484","Alphen aan den Rijn","Oudshoorn","B",,,
"484","Alphen aan den Rijn","Oudshoorn","C",,,
"489","Barendrecht","Barendrecht","A",,,
"489","Barendrecht","Barendrecht","B",,,
"489","Barendrecht","Barendrecht","C",,,
"489","Barendrecht","Barendrecht","D",,,
"498","Drechterland","Drechterland","A",,,
"498","Drechterland","Drechterland","E",,,
"498","Drechterland","Drechterland","G",,,
"498","Drechterland","Drechterland","H",,,
"498","Drechterland","Drechterland","I",,,
"498","Drechterland","Drechterland","K",,,
"498","Drechterland","Drechterland","L",,,
"498","Drechterland","Drechterland","M",,,
"498","Drechterland","Drechterland","N",,,
"498","Drechterland","Venhuizen","F",,,
"498","Drechterland","Venhuizen","G",,,
"498","Drechterland","Venhuizen","I",,,
"498","Drechterland","Venhuizen","K",,,
"498","Drechterland","Venhuizen","L",,,
"498","Drechterland","Venhuizen","R",,,
"498","Drechterland","Venhuizen","S",,,
"498","Drechterland","Venhuizen","T",,,
"501","Brielle","Brielle","A",,,
"501","Brielle","Brielle","B",,,
"501","Brielle","Brielle","C",,,
"501","Brielle","Brielle","D",,,
"501","Brielle","Brielle","E",,,
"501","Brielle","Brielle","F",,,
"501","Brielle","Brielle","G",,,
"501","Brielle","Brielle","H",,,
"501","Brielle","Brielle","K",,,
"501","Brielle","Vierpolders","B",,,
"501","Brielle","Zwartewaal","A",,,
"502","Capelle aan den IJssel","Capelle aan den IJssel","A",,,
"502","Capelle aan den IJssel","Capelle aan den IJssel","B",,,
"502","Capelle aan den IJssel","Capelle aan den IJssel","C",,,
"502","Capelle aan den IJssel","Capelle aan den IJssel","D",,,
"502","Capelle aan den IJssel","Capelle aan den IJssel","E",,,
"503","Delft","Delft","A",,,
"503","Delft","Delft","B",,,
"503","Delft","Delft","C",,,
"503","Delft","Delft","D",,,
"503","Delft","Delft","E",,,
"503","Delft","Delft","F",,,
"503","Delft","Delft","G",,,
"503","Delft","Delft","H",,,
"503","Delft","Delft","I",,,
"503","Delft","Delft","K",,,
"503","Delft","Delft","L",,,
"503","Delft","Delft","M",,,
"503","Delft","Delft","N",,,
"503","Delft","Delft","O",,,
"503","Delft","Delft","P",,,
"503","Delft","Delft","R",,,
"503","Delft","Delft","S",,,
"503","Delft","Delft","T",,,
"503","Delft","Delft","U",,,
"503","Delft","Delft","V",,,
"503","Delft","Delft","W",,,
"503","Delft","Delft","X",,,
"503","Delft","Delft","Y",,,
"505","Dordrecht","Dubbeldam","A",,,
"505","Dordrecht","Dubbeldam","B",,,
"505","Dordrecht","Dubbeldam","F",,,
"505","Dordrecht","Dubbeldam","G",,,
"505","Dordrecht","Dubbeldam","I",,,
"505","Dordrecht","Dordrecht","AA",,,
"505","Dordrecht","Dordrecht","B",,,
"505","Dordrecht","Dordrecht","C",,,
"505","Dordrecht","Dordrecht","D",,,
"505","Dordrecht","Dordrecht","E",,,
"505","Dordrecht","Dordrecht","F",,,
"505","Dordrecht","Dordrecht","G",,,
"505","Dordrecht","Dordrecht","H",,,
"505","Dordrecht","Dordrecht","I",,,
"505","Dordrecht","Dordrecht","K",,,
"505","Dordrecht","Dordrecht","L",,,
"505","Dordrecht","Dordrecht","M",,,
"505","Dordrecht","Dordrecht","N",,,
"505","Dordrecht","Dordrecht","O",,,
"505","Dordrecht","Dordrecht","P",,,
"505","Dordrecht","Dordrecht","Q",,,
"505","Dordrecht","Dordrecht","R",,,
"505","Dordrecht","Dordrecht","S",,,
"505","Dordrecht","Dordrecht","T",,,
"505","Dordrecht","Dordrecht","V",,,
"505","Dordrecht","Dordrecht","W",,,
"505","Dordrecht","Dordrecht","X",,,
"505","Dordrecht","Dordrecht","Y",,,
"505","Dordrecht","Dordrecht","Z",,,
"512","Gorinchem","Gorinchem","A",,,
"512","Gorinchem","Gorinchem","B",,,
"512","Gorinchem","Gorinchem","C",,,
"512","Gorinchem","Gorinchem","D",,,
"512","Gorinchem","Gorinchem","E",,,
"512","Gorinchem","Gorinchem","F",,,
"512","Gorinchem","Gorinchem","G",,,
"512","Gorinchem","Gorinchem","H",,,
"512","Gorinchem","Gorinchem","P",,,
"513","Gouda","Gouda","A",,,
"513","Gouda","Gouda","B",,,
"513","Gouda","Gouda","C",,,
"513","Gouda","Gouda","D",,,
"513","Gouda","Gouda","E",,,
"513","Gouda","Gouda","F",,,
"513","Gouda","Gouda","G",,,
"513","Gouda","Gouda","H",,,
"513","Gouda","Gouda","I",,,
"513","Gouda","Gouda","K",,,
"513","Gouda","Gouda","L",,,
"513","Gouda","Gouda","M",,,
"513","Gouda","Gouda","N",,,
"518","'s-Gravenhage","'s-Gravenhage","C",,,
"518","'s-Gravenhage","'s-Gravenhage","D",,,
"518","'s-Gravenhage","'s-Gravenhage","E",,,
"518","'s-Gravenhage","'s-Gravenhage","F",,,
"518","'s-Gravenhage","'s-Gravenhage","G",,,
"518","'s-Gravenhage","'s-Gravenhage","H",,,
"518","'s-Gravenhage","'s-Gravenhage","I",,,
"518","'s-Gravenhage","'s-Gravenhage","K",,,
"518","'s-Gravenhage","'s-Gravenhage","L",,,
"518","'s-Gravenhage","'s-Gravenhage","N",,,
"518","'s-Gravenhage","'s-Gravenhage","O",,,
"518","'s-Gravenhage","'s-Gravenhage","P",,,
"518","'s-Gravenhage","'s-Gravenhage","R",,,
"518","'s-Gravenhage","'s-Gravenhage","U",,,
"518","'s-Gravenhage","'s-Gravenhage","V",,,
"518","'s-Gravenhage","'s-Gravenhage","W",,,
"518","'s-Gravenhage","'s-Gravenhage","X",,,
"518","'s-Gravenhage","'s-Gravenhage","Y",,,
"518","'s-Gravenhage","'s-Gravenhage","Z",,,
"518","'s-Gravenhage","'s-Gravenhage","AB",,,
"518","'s-Gravenhage","'s-Gravenhage","AC",,,
"518","'s-Gravenhage","'s-Gravenhage","AD",,,
"518","'s-Gravenhage","'s-Gravenhage","AE",,,
"518","'s-Gravenhage","'s-Gravenhage","AF",,,
"518","'s-Gravenhage","'s-Gravenhage","AG",,,
"518","'s-Gravenhage","'s-Gravenhage","AH",,,
"518","'s-Gravenhage","'s-Gravenhage","AI",,,
"518","'s-Gravenhage","'s-Gravenhage","AK",,,
"518","'s-Gravenhage","'s-Gravenhage","AL",,,
"518","'s-Gravenhage","'s-Gravenhage","AM",,,
"518","'s-Gravenhage","'s-Gravenhage","AN",,,
"518","'s-Gravenhage","'s-Gravenhage","AO",,,
"518","'s-Gravenhage","'s-Gravenhage","AP",,,
"518","'s-Gravenhage","'s-Gravenhage","AR",,,
"518","'s-Gravenhage","'s-Gravenhage","AS",,,
"518","'s-Gravenhage","'s-Gravenhage","AU",,,
"518","'s-Gravenhage","'s-Gravenhage","AV",,,
"518","'s-Gravenhage","'s-Gravenhage","AW",,,
"518","'s-Gravenhage","'s-Gravenhage","AX",,,
"518","'s-Gravenhage","'s-Gravenhage","AY",,,
"518","'s-Gravenhage","'s-Gravenhage","AZ",,,
"518","'s-Gravenhage","'s-Gravenhage","BB",,,
"518","'s-Gravenhage","'s-Gravenhage","BC",,,
"518","'s-Gravenhage","'s-Gravenhage","BD",,,
"518","'s-Gravenhage","'s-Gravenhage","BE",,,
"518","'s-Gravenhage","'s-Gravenhage","BF",,,
"518","'s-Gravenhage","'s-Gravenhage","BG",,,
"518","'s-Gravenhage","'s-Gravenhage","BH",,,
"518","'s-Gravenhage","'s-Gravenhage","BI",,,
"518","'s-Gravenhage","'s-Gravenhage","BK",,,
"518","'s-Gravenhage","Loosduinen","G",,,
"518","'s-Gravenhage","Loosduinen","H",,,
"518","'s-Gravenhage","Loosduinen","I",,,
"518","'s-Gravenhage","Loosduinen","K",,,
"518","'s-Gravenhage","Loosduinen","L",,,
"518","'s-Gravenhage","Loosduinen","M",,,
"518","'s-Gravenhage","Loosduinen","N",,,
"518","'s-Gravenhage","Loosduinen","O",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","B",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","C",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","D",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","E",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","F",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","G",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","H",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","I",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","K",,,
"523","Hardinxveld-Giessendam","Hardinxveld-Giessendam","L",,,
"530","Hellevoetsluis","Hellevoetsluis","A",,,
"530","Hellevoetsluis","Hellevoetsluis","C",,,
"530","Hellevoetsluis","Hellevoetsluis","D",,,
"530","Hellevoetsluis","Hellevoetsluis","E",,,
"530","Hellevoetsluis","Hellevoetsluis","F",,,
"530","Hellevoetsluis","Hellevoetsluis","G",,,
"530","Hellevoetsluis","Hellevoetsluis","H",,,
"530","Hellevoetsluis","Hellevoetsluis","K",,,
"530","Hellevoetsluis","Hellevoetsluis","L",,,
"530","Hellevoetsluis","Nieuw-Helvoet","C",,,
"530","Hellevoetsluis","Nieuwenhoorn","B",,,
"530","Hellevoetsluis","Oudenhoorn","A",,,
"531","Hendrik-Ido-Ambacht","Hendrik-Ido-Ambacht","D",,,
"531","Hendrik-Ido-Ambacht","Hendrik-Ido-Ambacht","E",,,
"531","Hendrik-Ido-Ambacht","Hendrik-Ido-Ambacht","F",,,
"532","Stede Broec","Stede Broec","A",,,
"532","Stede Broec","Stede Broec","B",,,
"532","Stede Broec","Stede Broec","C",,,
"532","Stede Broec","Stede Broec","D",,,
"532","Stede Broec","Stede Broec","E",,,
"534","Hillegom","Hillegom","A",,,
"534","Hillegom","Hillegom","B",,,
"534","Hillegom","Hillegom","C",,,
"534","Hillegom","Hillegom","D",,,
"534","Hillegom","Hillegom","E",,,
"537","Katwijk","Katwijk","A",,,
"537","Katwijk","Katwijk","B",,,
"537","Katwijk","Katwijk","C",,,
"537","Katwijk","Katwijk","D",,,
"537","Katwijk","Rijnsburg","A",,,
"537","Katwijk","Rijnsburg","B",,,
"537","Katwijk","Rijnsburg","C",,,
"537","Katwijk","Valkenburg Zuid-Holland","A",,,
"542","Krimpen aan den IJssel","Krimpen aan den IJssel","A",,,
"542","Krimpen aan den IJssel","Krimpen aan den IJssel","B",,,
"542","Krimpen aan den IJssel","Krimpen aan den IJssel","C",,,
"546","Leiden","Leiden","B",,,
"546","Leiden","Leiden","C",,,
"546","Leiden","Leiden","D",,,
"546","Leiden","Leiden","E",,,
"546","Leiden","Leiden","F",,,
"546","Leiden","Leiden","G",,,
"546","Leiden","Leiden","H",,,
"546","Leiden","Leiden","I",,,
"546","Leiden","Leiden","K",,,
"546","Leiden","Leiden","L",,,
"546","Leiden","Leiden","M",,,
"546","Leiden","Leiden","N",,,
"546","Leiden","Leiden","O",,,
"546","Leiden","Leiden","P",,,
"546","Leiden","Leiden","Q",,,
"546","Leiden","Leiden","R",,,
"546","Leiden","Leiden","S",,,
"546","Leiden","Leiden","T",,,
"546","Leiden","Leiden","V",,,
"546","Leiden","Leiden","W",,,
"546","Leiden","Leiden","X",,,
"547","Leiderdorp","Leiderdorp","A",,,
"547","Leiderdorp","Leiderdorp","B",,,
"547","Leiderdorp","Leiderdorp","C",,,
"553","Lisse","Lisse","A",,,
"553","Lisse","Lisse","B",,,
"553","Lisse","Lisse","C",,,
"553","Lisse","Lisse","D",,,
"553","Lisse","Lisse","E",,,
"556","Maassluis","Maassluis","A",,,
"556","Maassluis","Maassluis","B",,,
"556","Maassluis","Maassluis","C",,,
"556","Maassluis","Maassluis","D",,,
"556","Maassluis","Maassluis","I",,,
"556","Maassluis","Maassluis","K",,,
"569","Nieuwkoop","Ter Aar","A",,,
"569","Nieuwkoop","Ter Aar","B",,,
"569","Nieuwkoop","Ter Aar","C",,,
"569","Nieuwkoop","Ter Aar","D",,,
"569","Nieuwkoop","Ter Aar","E",,,
"569","Nieuwkoop","Nieuwkoop","A",,,
"569","Nieuwkoop","Nieuwkoop","B",,,
"569","Nieuwkoop","Nieuwkoop","C",,,
"569","Nieuwkoop","Nieuwkoop","D",,,
"569","Nieuwkoop","Nieuwkoop","E",,,
"569","Nieuwkoop","Nieuwkoop","G",,,
"569","Nieuwkoop","Nieuwkoop","H",,,
"569","Nieuwkoop","Nieuwkoop","K",,,
"569","Nieuwkoop","Nieuwveen","A",,,
"569","Nieuwkoop","Nieuwveen","B",,,
"569","Nieuwkoop","Nieuwveen","C",,,
"569","Nieuwkoop","Nieuwveen","E",,,
"569","Nieuwkoop","Zevenhoven","A",,,
"569","Nieuwkoop","Zevenhoven","B",,,
"575","Noordwijk","Noordwijk","A",,,
"575","Noordwijk","Noordwijk","B",,,
"575","Noordwijk","Noordwijk","C",,,
"575","Noordwijk","Noordwijk","D",,,
"575","Noordwijk","Noordwijk","E",,,
"575","Noordwijk","Noordwijk","F",,,
"575","Noordwijk","Noordwijk","G",,,
"575","Noordwijk","Noordwijk","H",,,
"575","Noordwijk","Noordwijk","I",,,
"575","Noordwijk","Noordwijk","K",,,
"575","Noordwijk","Noordwijk","L",,,
"575","Noordwijk","Noordwijk","M",,,
"575","Noordwijk","Noordwijk","N",,,
"575","Noordwijk","Noordwijk","O",,,
"575","Noordwijk","Noordwijkerhout","A",,,
"575","Noordwijk","Noordwijkerhout","B",,,
"575","Noordwijk","Noordwijkerhout","C",,,
"575","Noordwijk","Noordwijkerhout","D",,,
"575","Noordwijk","Noordwijkerhout","E",,,
"579","Oegstgeest","Oegstgeest","A",,,
"579","Oegstgeest","Oegstgeest","B",,,
"579","Oegstgeest","Oegstgeest","C",,,
"579","Oegstgeest","Oegstgeest","D",,,
"579","Oegstgeest","Oegstgeest","E",,,
"589","Oudewater","Hekendorp","A",,,
"589","Oudewater","Hekendorp","B",,,
"589","Oudewater","Hekendorp","C",,,
"589","Oudewater","Oudewater","A",,,
"589","Oudewater","Oudewater","B",,,
"589","Oudewater","Oudewater","C",,,
"589","Oudewater","Oudewater","D",,,
"589","Oudewater","Papekop","A",,,
"589","Oudewater","Papekop","B",,,
"589","Oudewater","Papekop","C",,,
"589","Oudewater","Snelrewaard","A",,,
"589","Oudewater","Snelrewaard","B",,,
"589","Oudewater","Snelrewaard","C",,,
"590","Papendrecht","Papendrecht","A",,,
"590","Papendrecht","Papendrecht","B",,,
"590","Papendrecht","Papendrecht","C",,,
"590","Papendrecht","Papendrecht","D",,,
"590","Papendrecht","Papendrecht","E",,,
"590","Papendrecht","Papendrecht","F",,,
"597","Ridderkerk","Ridderkerk","A",,,
"597","Ridderkerk","Ridderkerk","B",,,
"597","Ridderkerk","Ridderkerk","C",,,
"597","Ridderkerk","Ridderkerk","D",,,
"597","Ridderkerk","Ridderkerk","E",,,
"597","Ridderkerk","Ridderkerk","F",,,
"597","Ridderkerk","Ridderkerk","G",,,
"597","Ridderkerk","Ridderkerk","H",,,
"599","Rotterdam","Charlois","A",,,
"599","Rotterdam","Charlois","B",,,
"599","Rotterdam","Charlois","C",,,
"599","Rotterdam","Charlois","D",,,
"599","Rotterdam","Charlois","E",,,
"599","Rotterdam","Charlois","F",,,
"599","Rotterdam","Charlois","G",,,
"599","Rotterdam","Charlois","H",,,
"599","Rotterdam","Charlois","I",,,
"599","Rotterdam","Charlois","K",,,
"599","Rotterdam","Charlois","L",,,
"599","Rotterdam","Delfshaven","A",,,
"599","Rotterdam","Delfshaven","C",,,
"599","Rotterdam","Delfshaven","D",,,
"599","Rotterdam","Delfshaven","E",,,
"599","Rotterdam","Delfshaven","F",,,
"599","Rotterdam","Delfshaven","G",,,
"599","Rotterdam","Delfshaven","H",,,
"599","Rotterdam","Delfshaven","I",,,
"599","Rotterdam","Hillegersberg","B",,,
"599","Rotterdam","Hillegersberg","C",,,
"599","Rotterdam","Hillegersberg","D",,,
"599","Rotterdam","Hillegersberg","E",,,
"599","Rotterdam","Hillegersberg","F",,,
"599","Rotterdam","Hillegersberg","G",,,
"599","Rotterdam","Hillegersberg","H",,,
"599","Rotterdam","Hillegersberg","I",,,
"599","Rotterdam","Hoek van Holland","A",,,
"599","Rotterdam","Hoek van Holland","B",,,
"599","Rotterdam","Hoek van Holland","C",,,
"599","Rotterdam","Hoek van Holland","E",,,
"599","Rotterdam","Hoogvliet","A",,,
"599","Rotterdam","Hoogvliet","B",,,
"599","Rotterdam","Hoogvliet","D",,,
"599","Rotterdam","Hoogvliet","E",,,
"599","Rotterdam","Hoogvliet","F",,,
"599","Rotterdam","IJsselmonde","B",,,
"599","Rotterdam","IJsselmonde","C",,,
"599","Rotterdam","IJsselmonde","D",,,
"599","Rotterdam","IJsselmonde","E",,,
"599","Rotterdam","IJsselmonde","F",,,
"599","Rotterdam","Kralingen","C",,,
"599","Rotterdam","Kralingen","D",,,
"599","Rotterdam","Kralingen","E",,,
"599","Rotterdam","Kralingen","F",,,
"599","Rotterdam","Kralingen","G",,,
"599","Rotterdam","Kralingen","H",,,
"599","Rotterdam","Kralingen","I",,,
"599","Rotterdam","Kralingen","K",,,
"599","Rotterdam","Kralingen","L",,,
"599","Rotterdam","Overschie","A",,,
"599","Rotterdam","Overschie","B",,,
"599","Rotterdam","Overschie","C",,,
"599","Rotterdam","Overschie","E",,,
"599","Rotterdam","Overschie","F",,,
"599","Rotterdam","Pernis","A",,,
"599","Rotterdam","Pernis","B",,,
"599","Rotterdam","Pernis","C",,,
"599","Rotterdam","Rotterdam","AE",,,
"599","Rotterdam","Rotterdam","AF",,,
"599","Rotterdam","Rotterdam","AG",,,
"599","Rotterdam","Rotterdam","AH",,,
"599","Rotterdam","Rotterdam","P",,,
"599","Rotterdam","Rotterdam","Q",,,
"599","Rotterdam","Rotterdam","V",,,
"599","Rotterdam","Rotterdam","S",,,
"599","Rotterdam","Rotterdam","R",,,
"599","Rotterdam","Rotterdam","W",,,
"599","Rotterdam","Rotterdam","AD",,,
"599","Rotterdam","Rotterdam","X",,,
"599","Rotterdam","Rotterdam","Y",,,
"599","Rotterdam","Rotterdam","AA",,,
