"CBSCode","BGMNaam","KadGemNaam","Sectie","DatumVanaf","DatumTot","Toelichting"
"14","Groningen","ten Boer","A",,,
"14","Groningen","ten Boer","B",,,
"14","Groningen","ten Boer","C",,,
"14","Groningen","ten Boer","D",,,
"14","Groningen","ten Boer","E",,,
"14","Groningen","ten Boer","I",,,
"14","Groningen","ten Boer","K",,,
"14","Groningen","ten Boer","L",,,
"14","Groningen","Groningen","A",,,
"14","Groningen","Groningen","B",,,
"14","Groningen","Groningen","C",,,
"14","Groningen","Groningen","D",,,
"14","Groningen","Groningen","E",,,
"14","Groningen","Groningen","F",,,
"14","Groningen","Groningen","G",,,
"14","Groningen","Groningen","H",,,
"14","Groningen","Groningen","I",,,
"14","Groningen","Groningen","K",,,
"14","Groningen","Groningen","L",,,
"14","Groningen","Groningen","P",,,
"14","Groningen","Groningen","R",,,
"14","Groningen","Groningen","AA",,,
"14","Groningen","Groningen","AB",,,
"14","Groningen","Groningen","AC",,,
"14","Groningen","Groningen","AD",,,
"14","Groningen","Groningen","AE",,,
"14","Groningen","Hoogkerk","A",,,
"14","Groningen","Hoogkerk","B",,,
"14","Groningen","Hoogkerk","C",,,
"14","Groningen","Hoogkerk","D",,,
"14","Groningen","Hoogkerk","E",,,
"14","Groningen","Helpman","M",,,
"14","Groningen","Helpman","N",,,
"14","Groningen","Helpman","O",,,
"14","Groningen","Haren","C",,,
"14","Groningen","Haren","D",,,
"14","Groningen","Haren","E",,,
"14","Groningen","Haren","F",,,
"14","Groningen","Haren","G",,,
"14","Groningen","Haren","H",,,
"14","Groningen","Haren","I",,,
"14","Groningen","Haren","K",,,
"14","Groningen","Haren","L",,,
"14","Groningen","Haren","M",,,
"14","Groningen","Haren","N",,,
"14","Groningen","Haren","O",,,
"14","Groningen","Haren","P",,,
"14","Groningen","Noorddijk","A",,,
"14","Groningen","Noorddijk","B",,,
"14","Groningen","Noorddijk","D",,,
"14","Groningen","Noorddijk","F",,,
"14","Groningen","Noorddijk","G",,,
"34","Almere","Almere","A",,,
"34","Almere","Almere","B",,,
"34","Almere","Almere","C",,,
"34","Almere","Almere","D",,,
"34","Almere","Almere","E",,,
"34","Almere","Almere","F",,,
"34","Almere","Almere","G",,,
"34","Almere","Almere","H",,,
"34","Almere","Almere","K",,,
"34","Almere","Almere","M",,,
"34","Almere","Almere","N",,,
"34","Almere","Almere","O",,,
"34","Almere","Almere","P",,,
"34","Almere","Almere","Q",,,
"34","Almere","Almere","R",,,
"34","Almere","Almere","S",,,
"34","Almere","Almere","U",,,
"34","Almere","Almere","W",,,
"37","Stadskanaal","Onstwedde","B",,,
"37","Stadskanaal","Onstwedde","C",,,
"37","Stadskanaal","Onstwedde","D",,,
"37","Stadskanaal","Onstwedde","E",,,
"37","Stadskanaal","Onstwedde","L",,,
"37","Stadskanaal","Onstwedde","M",,,
"37","Stadskanaal","Onstwedde","N",,,
"37","Stadskanaal","Onstwedde","O",,,
"37","Stadskanaal","Onstwedde","P",,,
"37","Stadskanaal","Onstwedde","R",,,
"37","Stadskanaal","Onstwedde","S",,,
"37","Stadskanaal","Onstwedde","T",,,
"37","Stadskanaal","Onstwedde","U",,,
"37","Stadskanaal","Onstwedde","V",,,
"37","Stadskanaal","Onstwedde","W",,,
"37","Stadskanaal","Wildervank","D",,,
"37","Stadskanaal","Wildervank","E",,,
"47","Veendam","Veendam","A",,,
"47","Veendam","Veendam","B",,,
"47","Veendam","Veendam","C",,,
"47","Veendam","Veendam","D",,,
"47","Veendam","Veendam","F",,,
"47","Veendam","Veendam","G",,,
"47","Veendam","Veendam","H",,,
"47","Veendam","Veendam","I",,,
"47","Veendam","Veendam","L",,,
"47","Veendam","Veendam","M",,,
"47","Veendam","Veendam","N",,,
"47","Veendam","Veendam","O",,,
"47","Veendam","Veendam","P",,,
"47","Veendam","Veendam","R",,,
"47","Veendam","Wildervank","A",,,
"47","Veendam","Wildervank","B",,,
"47","Veendam","Wildervank","C",,,
"47","Veendam","Wildervank","F",,,
"47","Veendam","Wildervank","G",,,
"47","Veendam","Wildervank","H",,,
"47","Veendam","Wildervank","I",,,
"47","Veendam","Wildervank","K",,,
"47","Veendam","Wildervank","L",,,
"47","Veendam","Wildervank","M",,,
"47","Veendam","Wildervank","N",,,
"50","Zeewolde","Zeewolde","A",,,
"50","Zeewolde","Zeewolde","B",,,
"50","Zeewolde","Zeewolde","D",,,
"50","Zeewolde","Zeewolde","E",,,
"50","Zeewolde","Zeewolde","F",,,
"50","Zeewolde","Zeewolde","L",,,
"50","Zeewolde","Zeewolde","R",,,
"59","Achtkarspelen","Buitenpost","A",,,
"59","Achtkarspelen","Buitenpost","B",,,
"59","Achtkarspelen","Buitenpost","C",,,
"59","Achtkarspelen","Buitenpost","D",,,
"59","Achtkarspelen","Buitenpost","E",,,
"59","Achtkarspelen","Drogeham","A",,,
"59","Achtkarspelen","Drogeham","B",,,
"59","Achtkarspelen","Drogeham","C",,,
"59","Achtkarspelen","Drogeham","D",,,
"59","Achtkarspelen","Drogeham","E",,,
"59","Achtkarspelen","Drogeham","F",,,
"59","Achtkarspelen","Drogeham","G",,,
"59","Achtkarspelen","Drogeham","H",,,
"59","Achtkarspelen","Drogeham","I",,,
"59","Achtkarspelen","Drogeham","K",,,
"59","Achtkarspelen","Kooten","A",,,
"59","Achtkarspelen","Kooten","B",,,
"59","Achtkarspelen","Kooten","C",,,
"59","Achtkarspelen","Kooten","D",,,
"59","Achtkarspelen","Kooten","E",,,
"59","Achtkarspelen","Kooten","F",,,
"59","Achtkarspelen","Surhuizum","A",,,
"59","Achtkarspelen","Surhuizum","B",,,
"59","Achtkarspelen","Surhuizum","C",,,
"59","Achtkarspelen","Surhuizum","D",,,
"60","Ameland","Ballum","B",,,
"60","Ameland","Ballum","C",,,
"60","Ameland","Ballum","G",,,
"60","Ameland","Ballum","H",,,
"60","Ameland","Nes Ameland","A",,,
"60","Ameland","Nes Ameland","B",,,
"60","Ameland","Nes Ameland","C",,,
"60","Ameland","Nes Ameland","D",,,
"60","Ameland","Nes Ameland","E",,,
"60","Ameland","Nes Ameland","F",,,
"72","Harlingen","Harlingen","A",,,
"72","Harlingen","Harlingen","B",,,
"72","Harlingen","Harlingen","D",,,
"72","Harlingen","Harlingen","E",,,
"72","Harlingen","Harlingen","F",,,
"72","Harlingen","Harlingen","J",,,
"72","Harlingen","Harlingen","K",,,
"74","Heerenveen","Akkrum","A",,,
"74","Heerenveen","Akkrum","B",,,
"74","Heerenveen","Akkrum","C",,,
"74","Heerenveen","Akkrum","D",,,
"74","Heerenveen","Akkrum","E",,,
"74","Heerenveen","Heerenveen","A",,,
"74","Heerenveen","Heerenveen","B",,,
"74","Heerenveen","Knijpe","A",,,
"74","Heerenveen","Knijpe","B",,,
"74","Heerenveen","Knijpe","C",,,
"74","Heerenveen","Knijpe","D",,,
"74","Heerenveen","Knijpe","E",,,
"74","Heerenveen","Knijpe","F",,,
"74","Heerenveen","Mildam","A",,,
"74","Heerenveen","Mildam","B",,,
"74","Heerenveen","Mildam","C",,,
"74","Heerenveen","Mildam","D",,,
"74","Heerenveen","Mildam","H",,,
"74","Heerenveen","Mildam","J",,,
"74","Heerenveen","Mildam","K",,,
"74","Heerenveen","Mildam","L",,,
"74","Heerenveen","Mildam","M",,,
"74","Heerenveen","Mildam","N",,,
"74","Heerenveen","Mildam","O",,,
"74","Heerenveen","Mildam","P",,,
"74","Heerenveen","Oldeboorn","A",,,
"74","Heerenveen","Oldeboorn","B",,,
"74","Heerenveen","Oldeboorn","E",,,
"74","Heerenveen","Oldeboorn","F",,,
"74","Heerenveen","Oldeboorn","G",,,
"74","Heerenveen","Tjalleberd","A",,,
"74","Heerenveen","Tjalleberd","C",,,
"74","Heerenveen","Tjalleberd","F",,,
"74","Heerenveen","Tjalleberd","G",,,
"74","Heerenveen","Tjalleberd","H",,,
"74","Heerenveen","Tjalleberd","K",,,
"74","Heerenveen","Tjalleberd","L",,,
"80","Leeuwarden","Grouw","A",,,
"80","Leeuwarden","Grouw","B",,,
"80","Leeuwarden","Grouw","C",,,
"80","Leeuwarden","Grouw","E",,,
"80","Leeuwarden","Grouw","F",,,
"80","Leeuwarden","Grouw","G",,,
"80","Leeuwarden","Grouw","H",,,
"80","Leeuwarden","Grouw","K",,,
"80","Leeuwarden","Grouw","L",,,
"80","Leeuwarden","Hijum","A",,,
"80","Leeuwarden","Hijum","B",,,
"80","Leeuwarden","Hijum","C",,,
"80","Leeuwarden","Hijum","D",,,
"80","Leeuwarden","Hijum","E",,,
"80","Leeuwarden","Hijum","F",,,
"80","Leeuwarden","Hijum","G",,,
"80","Leeuwarden","Huizum","A",,,
"80","Leeuwarden","Huizum","B",,,
"80","Leeuwarden","Huizum","E",,,
"80","Leeuwarden","Huizum","F",,,
"80","Leeuwarden","Huizum","G",,,
"80","Leeuwarden","Huizum","H",,,
"80","Leeuwarden","Huizum","I",,,
"80","Leeuwarden","Huizum","K",,,
"80","Leeuwarden","Huizum","L",,,
"80","Leeuwarden","Jelsum","A",,,
"80","Leeuwarden","Jelsum","B",,,
"80","Leeuwarden","Jelsum","C",,,
"80","Leeuwarden","Jelsum","E",,,
"80","Leeuwarden","Jelsum","F",,,
"80","Leeuwarden","Jorwerd","A",,,
"80","Leeuwarden","Jorwerd","B",,,
"80","Leeuwarden","Jorwerd","C",,,
"80","Leeuwarden","Jorwerd","D",,,
"80","Leeuwarden","Jorwerd","E",,,
"80","Leeuwarden","Jorwerd","F",,,
"80","Leeuwarden","Jorwerd","G",,,
"80","Leeuwarden","Leeuwarden","A",,,
"80","Leeuwarden","Leeuwarden","B",,,
"80","Leeuwarden","Leeuwarden","C",,,
"80","Leeuwarden","Leeuwarden","D",,,
"80","Leeuwarden","Leeuwarden","E",,,
"80","Leeuwarden","Leeuwarden","F",,,
"80","Leeuwarden","Leeuwarden","G",,,
"80","Leeuwarden","Leeuwarden","H",,,
"80","Leeuwarden","Leeuwarden","K",,,
"80","Leeuwarden","Leeuwarden","L",,,
"80","Leeuwarden","Leeuwarden","M",,,
"80","Leeuwarden","Leeuwarden","N",,,
"80","Leeuwarden","Leeuwarden","P",,,
"80","Leeuwarden","Leeuwarden","Z",,,
"80","Leeuwarden","Oosterwierum","A",,,
"80","Leeuwarden","Oosterwierum","B",,,
"80","Leeuwarden","Oosterwierum","C",,,
"80","Leeuwarden","Roordahuizum","A",,,
"80","Leeuwarden","Roordahuizum","B",,,
"80","Leeuwarden","Roordahuizum","D",,,
"80","Leeuwarden","Roordahuizum","E",,,
"80","Leeuwarden","Wirdum","A",,,
"80","Leeuwarden","Wirdum","B",,,
"80","Leeuwarden","Wirdum","C",,,
"80","Leeuwarden","Wirdum","E",,,
"80","Leeuwarden","Wirdum","F",,,
"80","Leeuwarden","Warrega","A",,,
"80","Leeuwarden","Warrega","B",,,
"80","Leeuwarden","Warrega","C",,,
"80","Leeuwarden","Warrega","D",,,
"80","Leeuwarden","Warrega","E",,,
"85","Ooststellingwerf","Donkerbroek","A",,,
"85","Ooststellingwerf","Donkerbroek","B",,,
"85","Ooststellingwerf","Donkerbroek","D",,,
"85","Ooststellingwerf","Donkerbroek","E",,,
"85","Ooststellingwerf","Donkerbroek","F",,,
"85","Ooststellingwerf","Donkerbroek","G",,,
"85","Ooststellingwerf","Donkerbroek","H",,,
"85","Ooststellingwerf","Donkerbroek","K",,,
"85","Ooststellingwerf","Makkinga","B",,,
"85","Ooststellingwerf","Makkinga","C",,,
"85","Ooststellingwerf","Makkinga","D",,,
"85","Ooststellingwerf","Makkinga","E",,,
"85","Ooststellingwerf","Makkinga","F",,,
"85","Ooststellingwerf","Makkinga","G",,,
"85","Ooststellingwerf","Makkinga","H",,,
"85","Ooststellingwerf","Makkinga","I",,,
"85","Ooststellingwerf","Makkinga","K",,,
"85","Ooststellingwerf","Makkinga","L",,,
"85","Ooststellingwerf","Oldeberkoop","A",,,
"85","Ooststellingwerf","Oldeberkoop","B",,,
"85","Ooststellingwerf","Oldeberkoop","C",,,
"85","Ooststellingwerf","Oldeberkoop","D",,,
"85","Ooststellingwerf","Oldeberkoop","E",,,
"85","Ooststellingwerf","Oldeberkoop","F",,,
"85","Ooststellingwerf","Oosterwolde","A",,,
"85","Ooststellingwerf","Oosterwolde","B",,,
"85","Ooststellingwerf","Oosterwolde","C",,,
"85","Ooststellingwerf","Oosterwolde","D",,,
"85","Ooststellingwerf","Oosterwolde","E",,,
"85","Ooststellingwerf","Oosterwolde","F",,,
"85","Ooststellingwerf","Oosterwolde","G",,,
"86","Opsterland","Beetsterzwaag","A",,,
"86","Opsterland","Beetsterzwaag","B",,,
"86","Opsterland","Beetsterzwaag","C",,,
"86","Opsterland","Beetsterzwaag","D",,,
"86","Opsterland","Beetsterzwaag","E",,,
"86","Opsterland","Beetsterzwaag","F",,,
"86","Opsterland","Beetsterzwaag","G",,,
"86","Opsterland","Duurswoude","B",,,
"86","Opsterland","Duurswoude","C",,,
"86","Opsterland","Duurswoude","D",,,
"86","Opsterland","Gorredijk","A",,,
"86","Opsterland","Gorredijk","B",,,
"86","Opsterland","Gorredijk","C",,,
"86","Opsterland","Gorredijk","D",,,
"86","Opsterland","Gorredijk","E",,,
"86","Opsterland","Gorredijk","F",,,
"86","Opsterland","Gorredijk","G",,,
"86","Opsterland","Langezwaag","B",,,
"86","Opsterland","Langezwaag","C",,,
"86","Opsterland","Langezwaag","D",,,
"86","Opsterland","Langezwaag","E",,,
"86","Opsterland","Langezwaag","G",,,
"86","Opsterland","Langezwaag","H",,,
"86","Opsterland","Langezwaag","J",,,
"86","Opsterland","Langezwaag","K",,,
"86","Opsterland","Lippenhuizen","A",,,
"86","Opsterland","Lippenhuizen","B",,,
"86","Opsterland","Lippenhuizen","C",,,
"86","Opsterland","Lippenhuizen","D",,,
"86","Opsterland","Lippenhuizen","E",,,
"86","Opsterland","Lippenhuizen","G",,,
"86","Opsterland","Lippenhuizen","H",,,
"86","Opsterland","Lippenhuizen","J",,,
"86","Opsterland","Ureterp","A",,,
"86","Opsterland","Ureterp","E",,,
"86","Opsterland","Ureterp","F",,,
"86","Opsterland","Ureterp","G",,,
"88","Schiermonnikoog","Schiermonnikoog","A",,,
"88","Schiermonnikoog","Schiermonnikoog","B",,,
"90","Smallingerland","Boornbergum","C",,,
"90","Smallingerland","Boornbergum","D",,,
"90","Smallingerland","Boornbergum","E",,,
"90","Smallingerland","Boornbergum","F",,,
"90","Smallingerland","Boornbergum","G",,,
"90","Smallingerland","Boornbergum","H",,,
"90","Smallingerland","Drachten","A",,,
"90","Smallingerland","Drachten","B",,,
"90","Smallingerland","Drachten","C",,,
"90","Smallingerland","Drachten","D",,,
"90","Smallingerland","Oudega","A",,,
"90","Smallingerland","Oudega","B",,,
"90","Smallingerland","Oudega","E",,,
"90","Smallingerland","Oudega","F",,,
"90","Smallingerland","Rottevalle","A",,,
"90","Smallingerland","Rottevalle","B",,,
"90","Smallingerland","Rottevalle","C",,,
"90","Smallingerland","Rottevalle","D",,,
"93","Terschelling","Terschelling","A",,,
"93","Terschelling","Terschelling","E",,,
"93","Terschelling","Terschelling","G",,,
"93","Terschelling","Terschelling","H",,,
"93","Terschelling","Terschelling","I",,,
"93","Terschelling","Terschelling","K",,,
"93","Terschelling","Terschelling","L",,,
"93","Terschelling","Terschelling","M",,,
"93","Terschelling","Terschelling","N",,,
"93","Terschelling","Terschelling","O",,,
"96","Vlieland","Vlieland","A",,,
"96","Vlieland","Vlieland","B",,,
"96","Vlieland","Vlieland","C",,,
"98","Weststellingwerf","Blesdijke","C",,,
"98","Weststellingwerf","Blesdijke","D",,,
"98","Weststellingwerf","Noordwolde","F",,,
"98","Weststellingwerf","Noordwolde","G",,,
"98","Weststellingwerf","Noordwolde","H",,,
"98","Weststellingwerf","Noordwolde","M",,,
"98","Weststellingwerf","Noordwolde","N",,,
"98","Weststellingwerf","Noordwolde","O",,,
"98","Weststellingwerf","Noordwolde","P",,,
"98","Weststellingwerf","Oudetrijne","B",,,
"98","Weststellingwerf","Oudetrijne","C",,,
"98","Weststellingwerf","Oudetrijne","D",,,
"98","Weststellingwerf","Oudetrijne","E",,,
"98","Weststellingwerf","Oudetrijne","F",,,
"98","Weststellingwerf","Oudetrijne","G",,,
"98","Weststellingwerf","Oudetrijne","H",,,
"98","Weststellingwerf","Oudetrijne","J",,,
"98","Weststellingwerf","Oudetrijne","K",,,
"98","Weststellingwerf","Oudetrijne","L",,,
"98","Weststellingwerf","Wolvega","D",,,
"98","Weststellingwerf","Wolvega","E",,,
"98","Weststellingwerf","Wolvega","F",,,
"98","Weststellingwerf","Wolvega","G",,,
"98","Weststellingwerf","Wolvega","H",,,
"98","Weststellingwerf","Wolvega","J",,,
"98","Weststellingwerf","Wolvega","K",,,
"98","Weststellingwerf","Wolvega","L",,,
"98","Weststellingwerf","Wolvega","M",,,
"98","Weststellingwerf","Wolvega","N",,,
"106","Assen","Assen","AA",,,
"106","Assen","Assen","AB",,,
"106","Assen","Assen","AC",,,
"106","Assen","Assen","AD",,,
"106","Assen","Assen","I",,,
"106","Assen","Assen","K",,,
"106","Assen","Assen","L",,,
"106","Assen","Assen","N",,,
"106","Assen","Assen","O",,,
"106","Assen","Assen","P",,,
"106","Assen","Assen","Q",,,
"106","Assen","Assen","R",,,
"106","Assen","Assen","S",,,
"106","Assen","Assen","T",,,
"106","Assen","Assen","U",,,
"106","Assen","Assen","V",,,
"106","Assen","Assen","W",,,
"106","Assen","Assen","X",,,
"106","Assen","Assen","Y",,,
"106","Assen","Assen","Z",,,
"109","Coevorden","Coevorden","A",,,
"109","Coevorden","Coevorden","C",,,
"109","Coevorden","Coevorden","D",,,
"109","Coevorden","Coevorden","F",,,
"109","Coevorden","Coevorden","G",,,
"109","Coevorden","Coevorden","H",,,
"109","Coevorden","Coevorden","I",,,
"109","Coevorden","Coevorden","K",,,
"109","Coevorden","Coevorden","L",,,
"109","Coevorden","Coevorden","M",,,
"109","Coevorden","Coevorden","N",,,
"109","Coevorden","Dalen","A",,,
"109","Coevorden","Dalen","C",,,
"109","Coevorden","Dalen","F",,,
"109","Coevorden","Dalen","G",,,
"109","Coevorden","Dalen","H",,,
"109","Coevorden","Dalen","I",,,
"109","Coevorden","Dalen","K",,,
"109","Coevorden","Dalen","L",,,
"109","Coevorden","Dalen","M",,,
"109","Coevorden","Dalen","N",,,
"109","Coevorden","Oosterhesselen","A",,,
"109","Coevorden","Oosterhesselen","B",,,
"109","Coevorden","Oosterhesselen","C",,,
"109","Coevorden","Oosterhesselen","E",,,
"109","Coevorden","Oosterhesselen","F",,,
"109","Coevorden","Oosterhesselen","G",,,
"109","Coevorden","Oosterhesselen","H",,,
"109","Coevorden","Oosterhesselen","I",,,
"109","Coevorden","Oosterhesselen","K",,,
"109","Coevorden","Oosterhesselen","L",,,
"109","Coevorden","Oosterhesselen","M",,,
"109","Coevorden","Oosterhesselen","N",,,
"109","Coevorden","Sleen","A",,,
"109","Coevorden","Sleen","E",,,
"109","Coevorden","Sleen","K",,,
"109","Coevorden","Sleen","L",,,
"109","Coevorden","Sleen","M",,,
"109","Coevorden","Sleen","N",,,
"109","Coevorden","Sleen","O",,,
"109","Coevorden","Sleen","P",,,
"109","Coevorden","Sleen","R",,,
"109","Coevorden","Sleen","S",,,
"109","Coevorden","Zweeloo","F",,,
"109","Coevorden","Zweeloo","G",,,
"109","Coevorden","Zweeloo","H",,,
"109","Coevorden","Zweeloo","I",,,
"109","Coevorden","Zweeloo","K",,,
"109","Coevorden","Zweeloo","L",,,
"109","Coevorden","Zweeloo","M",,,
"109","Coevorden","Zweeloo","N",,,
"109","Coevorden","Zweeloo","O",,,
"109","Coevorden","Zweeloo","P",,,
"109","Coevorden","Zweeloo","R",,,
"109","Coevorden","Zweeloo","S",,,
"114","Emmen","Emmen","A",,,
"114","Emmen","Emmen","AA",,,
"114","Emmen","Emmen","AB",,,
"114","Emmen","Emmen","AC",,,
"114","Emmen","Emmen","AD",,,
"114","Emmen","Emmen","AE",,,
"114","Emmen","Emmen","AF",,,
"114","Emmen","Emmen","AG",,,
"114","Emmen","Emmen","B",,,
"114","Emmen","Emmen","C",,,
"114","Emmen","Emmen","D",,,
"114","Emmen","Emmen","E",,,
"114","Emmen","Emmen","F",,,
"114","Emmen","Emmen","G",,,
"114","Emmen","Emmen","H",,,
"114","Emmen","Emmen","I",,,
"114","Emmen","Emmen","K",,,
"114","Emmen","Emmen","L",,,
"114","Emmen","Emmen","M",,,
"114","Emmen","Emmen","N",,,
"114","Emmen","Emmen","O",,,
"114","Emmen","Emmen","P",,,
"114","Emmen","Emmen","R",,,
"114","Emmen","Emmen","S",,,
"114","Emmen","Emmen","T",,,
"114","Emmen","Emmen","U",,,
"114","Emmen","Emmen","V",,,
"114","Emmen","Emmen","W",,,
"114","Emmen","Emmen","X",,,
"114","Emmen","Emmen","Y",,,
"114","Emmen","Schoonebeek","A",,,
"114","Emmen","Schoonebeek","C",,,
"114","Emmen","Schoonebeek","D",,,
"114","Emmen","Schoonebeek","E",,,
"114","Emmen","Schoonebeek","F",,,
"114","Emmen","Schoonebeek","G",,,
"114","Emmen","Schoonebeek","H",,,
"114","Emmen","Schoonebeek","I",,,
"114","Emmen","Schoonebeek","X",,,
"118","Hoogeveen","Hoogeveen","A",,,
"118","Hoogeveen","Hoogeveen","B",,,
"118","Hoogeveen","Hoogeveen","C",,,
"118","Hoogeveen","Hoogeveen","D",,,
"118","Hoogeveen","Hoogeveen","I",,,
"118","Hoogeveen","Hoogeveen","K",,,
"118","Hoogeveen","Hoogeveen","L",,,
"118","Hoogeveen","Hoogeveen","M",,,
"118","Hoogeveen","Hoogeveen","N",,,
"118","Hoogeveen","Hoogeveen","O",,,
"118","Hoogeveen","Hoogeveen","P",,,
"118","Hoogeveen","Hoogeveen","Q",,,
"118","Hoogeveen","Hoogeveen","R",,,
"118","Hoogeveen","Hoogeveen","S",,,
"118","Hoogeveen","Hoogeveen","T",,,
"118","Hoogeveen","Hoogeveen","U",,,
"118","Hoogeveen","Hoogeveen","V",,,
"118","Hoogeveen","Hoogeveen","W",,,
"118","Hoogeveen","Hoogeveen","X",,,
"118","Hoogeveen","Hoogeveen","Z",,,
"119","Meppel","Meppel","A",,,
"119","Meppel","Meppel","B",,,
"119","Meppel","Meppel","C",,,
"119","Meppel","Meppel","F",,,
"119","Meppel","Meppel","G",,,
"119","Meppel","Meppel","H",,,
"119","Meppel","Meppel","I",,,
"119","Meppel","Meppel","K",,,
"119","Meppel","Meppel","M",,,
"119","Meppel","Meppel","N",,,
"119","Meppel","Meppel","O",,,
"119","Meppel","Meppel","P",,,
"119","Meppel","Nijeveen","F",,,
"119","Meppel","Nijeveen","G",,,
"119","Meppel","Nijeveen","H",,,
"119","Meppel","Nijeveen","I",,,
"141","Almelo","Ambt-Almelo","A",,,
"141","Almelo","Ambt-Almelo","B",,,
"141","Almelo","Ambt-Almelo","C",,,
"141","Almelo","Ambt-Almelo","D",,,
"141","Almelo","Ambt-Almelo","E",,,
"141","Almelo","Ambt-Almelo","F",,,
"141","Almelo","Ambt-Almelo","G",,,
"141","Almelo","Ambt-Almelo","H",,,
"141","Almelo","Ambt-Almelo","I",,,
"141","Almelo","Ambt-Almelo","K",,,
"141","Almelo","Ambt-Almelo","L",,,
"141","Almelo","Ambt-Almelo","M",,,
"141","Almelo","Ambt-Almelo","N",,,
"141","Almelo","Ambt-Almelo","O",,,
"141","Almelo","Ambt-Almelo","P",,,
"141","Almelo","Ambt-Almelo","R",,,
"141","Almelo","Ambt-Almelo","S",,,
"141","Almelo","Ambt-Almelo","T",,,
"141","Almelo","Stad-Almelo","B",,,
"141","Almelo","Stad-Almelo","D",,,
"147","Borne","Borne","A",,,
"147","Borne","Borne","B",,,
"147","Borne","Borne","C",,,
"147","Borne","Borne","D",,,
"147","Borne","Borne","E",,,
"147","Borne","Borne","F",,,
"147","Borne","Borne","G",,,
"147","Borne","Borne","H",,,
"147","Borne","Borne","I",,,
"147","Borne","Borne","K",,,
"147","Borne","Borne","L",,,
"147","Borne","Borne","M",,,
"148","Dalfsen","Dalfsen","E",,,
"148","Dalfsen","Dalfsen","F",,,
"148","Dalfsen","Dalfsen","G",,,
"148","Dalfsen","Dalfsen","H",,,
"148","Dalfsen","Dalfsen","I",,,
"148","Dalfsen","Dalfsen","K",,,
"148","Dalfsen","Dalfsen","L",,,
"148","Dalfsen","Dalfsen","M",,,
"148","Dalfsen","Dalfsen","N",,,
"148","Dalfsen","Dalfsen","P",,,
"148","Dalfsen","Dalfsen","Q",,,
"148","Dalfsen","Dalfsen","R",,,
"148","Dalfsen","Dalfsen","S",,,
"148","Dalfsen","Dalfsen","T",,,
"148","Dalfsen","Dalfsen","U",,,
"148","Dalfsen","Dalfsen","V",,,
"148","Dalfsen","Dalfsen","W",,,
"148","Dalfsen","Dalfsen","X",,,
"148","Dalfsen","Dalfsen","Y",,,
"148","Dalfsen","Nieuwleusen","F",,,
"148","Dalfsen","Nieuwleusen","G",,,
"148","Dalfsen","Nieuwleusen","H",,,
"148","Dalfsen","Nieuwleusen","K",,,
"148","Dalfsen","Nieuwleusen","L",,,
"148","Dalfsen","Nieuwleusen","M",,,
"148","Dalfsen","Nieuwleusen","N",,,
"148","Dalfsen","Nieuwleusen","O",,,
"148","Dalfsen","Nieuwleusen","P",,,
"148","Dalfsen","Nieuwleusen","Q",,,
"150","Deventer","Bathmen","A",,,
"150","Deventer","Bathmen","B",,,
"150","Deventer","Bathmen","C",,,
"150","Deventer","Bathmen","E",,,
"150","Deventer","Bathmen","F",,,
"150","Deventer","Bathmen","G",,,
"150","Deventer","Bathmen","H",,,
"150","Deventer","Bathmen","I",,,
"150","Deventer","Bathmen","K",,,
"150","Deventer","Bathmen","L",,,
"150","Deventer","Diepenveen","A",,,
"150","Deventer","Diepenveen","B",,,
"150","Deventer","Diepenveen","C",,,
"150","Deventer","Diepenveen","D",,,
"150","Deventer","Diepenveen","E",,,
"150","Deventer","Diepenveen","F",,,
"150","Deventer","Diepenveen","G",,,
"150","Deventer","Diepenveen","H",,,
"150","Deventer","Diepenveen","K",,,
"150","Deventer","Diepenveen","L",,,
"150","Deventer","Diepenveen","M",,,
"150","Deventer","Deventer","A",,,
"150","Deventer","Deventer","B",,,
"150","Deventer","Deventer","C",,,
"150","Deventer","Deventer","D",,,
"150","Deventer","Deventer","E",,,
"150","Deventer","Deventer","F",,,
"150","Deventer","Deventer","G",,,
"150","Deventer","Deventer","H",,,
"150","Deventer","Deventer","I",,,
"150","Deventer","Deventer","K",,,
"150","Deventer","Deventer","L",,,
"150","Deventer","Deventer","M",,,
"150","Deventer","Deventer","N",,,
"153","Enschede","Enschede","B",,,
"153","Enschede","Enschede","C",,,
"153","Enschede","Enschede","D",,,
"153","Enschede","Enschede","E",,,
"153","Enschede","Enschede","F",,,
"153","Enschede","Enschede","G",,,
"153","Enschede","Enschede","H",,,
"153","Enschede","Enschede","I",,,
"153","Enschede","Enschede","K",,,
"153","Enschede","Enschede","L",,,
"153","Enschede","Enschede","M",,,
"153","Enschede","Lonneker","A",,,
"153","Enschede","Lonneker","AA",,,
"153","Enschede","Lonneker","AB",,,
"153","Enschede","Lonneker","AC",,,
"153","Enschede","Lonneker","AD",,,
"153","Enschede","Lonneker","AE",,,
"153","Enschede","Lonneker","AF",,,
"153","Enschede","Lonneker","AK",,,
"153","Enschede","Lonneker","AL",,,
"153","Enschede","Lonneker","AM",,,
"153","Enschede","Lonneker","B",,,
"153","Enschede","Lonneker","C",,,
"153","Enschede","Lonneker","D",,,
"153","Enschede","Lonneker","E",,,
"153","Enschede","Lonneker","F",,,
"153","Enschede","Lonneker","G",,,
"153","Enschede","Lonneker","H",,,
"153","Enschede","Lonneker","I",,,
