"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"E","Eigen geslachtsnaam","2011-01-01",,
"P","Geslachtsnaam echtgenoot/geregistreerd partner","2011-01-01",,
"V","Geslachtsnaam echtgenoot/geregistreerd partner voor eigen geslachtsnaam","2011-01-01",,
"N","Geslachtsnaam echtgenoot/geregistreerd partner na eigen geslachtsnaam","2011-01-01",,
