"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"1","Appartementstekening","2020-04-01",,
"2","Netwerktekening","2020-04-01",,
"3","Teboekstelling schip","2020-04-01","2020-04-01",
"4","Controle doorhalingen","2020-04-01",,
"5","Bewijsstuk","2020-04-01","2020-04-01",
"6","Overig depotstuk","2020-04-01",,
"7","PB-gebied","2020-04-01","2020-04-01",
"8","Stylesheet","2020-04-01","2020-04-01",
"9","PB-gebied-digitaal","2020-04-01","2020-04-01",
"10","Mutatiebestand","2020-04-01",,
