"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"1","Voorlopig","2011-01-01",,"Voorlopige kadastrale grenzen ingebracht door een externe"
"2","Administratief","2011-01-01",,"Voorlopige kadastrale grenzen ingebracht door een Kadaster medewerker"
"3","Definitief","2011-01-01",,"Definitieve kadastrale grenzen"
