"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"D ";"Divers";"2011-01-01";;
"E";"Electra";"2011-01-01";;
"G";"Gas";"2011-01-01";;
"O";"Olie";"2011-01-01";;
"T";"Telecom";"2011-01-01";;
"W";"Water";"2011-01-01";;
"S";"Stadsverwarming";"2011-10-19";;
"C";"Chemie";"2011-10-19";;
