"Code";"Waarde";"DatumVanaf";"DatumTot";"Toelichting"
"1";"Vastgesteld";"2011-01-01";;"Landmeter heeft de grootte vastgesteld"
"2";"Niet vastgesteld";"2011-01-01";;"Bepaald op basis van de voorlopigegrens"
"3";"Geschat";"2011-01-01";;"Grens is bepalend, na meting vast te stellen."
"4";"Niet geschat";"2011-01-01";;"Bij inmeten moet het perceel de opgegeven grootte krijgen"
