"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"1","Beginpunt lijnobject","2022-07-01",,
"2","Knikpunt / eindpunt lijnobject","2022-07-01",,
"3","Vloeiende overgang","2022-07-01",,
"4","Tussenpunt boog / lijnvereffening","2022-07-01",,
"5","Rechthoekige aanzet","2022-07-01",,
"6","Scheefhoekige aanzet","2022-07-01",,
"7","Puntobject","2022-07-01",,
"8","Sluitend maken","2022-07-01",,
